sequence,condition,reference_image,test_image,pair,reference_keypoints,test_keypoints,raw_ratio_matches,match_count,correct_matches,visible_reference,precision,recall,mean_error,mma_score,mma_at_3,mma_at_1,mma_at_2,mma_at_3,mma_at_5,mma_at_8,mma_at_10,reference_extract_s,test_extract_s,match_s,pair_total_s
i_crownnight,illumination,1,5,1->5,500,500,13,13,11,500,0.8461538461538461,0.022,42.93899682609803,0.7820512820512823,0.8461538461538461,0.46153846153846156,0.6153846153846154,0.8461538461538461,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.02093350002542138,0.017682600067928433,0.0024664000375196338,0.04108250013086945
i_crownnight,illumination,1,6,1->6,500,500,3,2,0,500,0.0,0.0,545.3110204512302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02093350002542138,0.014698600047267973,0.0025511999847367406,0.038183300057426095
i_dc,illumination,1,2,1->2,500,500,22,13,9,500,0.6923076923076923,0.018,339.38668355191834,0.6923076923076924,0.6923076923076923,0.46153846153846156,0.6923076923076923,0.6923076923076923,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.04551680001895875,0.04810160002671182,0.0030131000094115734,0.09663150005508214
i_dc,illumination,1,3,1->3,500,500,12,8,1,500,0.125,0.002,1072.3564401535996,0.20833333333333334,0.125,0.0,0.125,0.125,0.25,0.375,0.375,0.04551680001895875,0.056914799963124096,0.002440100070089102,0.10487170005217195
i_dc,illumination,1,4,1->4,500,500,20,16,8,500,0.5,0.016,407.7850695171108,0.4166666666666667,0.5,0.0625,0.25,0.5,0.5625,0.5625,0.5625,0.04551680001895875,0.06352129997685552,0.0023161000572144985,0.11135420005302876
i_dc,illumination,1,5,1->5,500,500,16,15,6,500,0.4,0.012,167.1915936956878,0.4444444444444445,0.4,0.06666666666666667,0.06666666666666667,0.4,0.5333333333333333,0.8,0.8,0.04551680001895875,0.06626729993149638,0.002294900012202561,0.11407899996265769
i_dc,illumination,1,6,1->6,500,500,13,11,5,500,0.45454545454545453,0.01,224.42097451693746,0.4090909090909091,0.45454545454545453,0.0,0.0,0.45454545454545453,0.5454545454545454,0.7272727272727273,0.7272727272727273,0.04551680001895875,0.06613380007911474,0.002350799972191453,0.11400140007026494
i_dome,illumination,1,2,1->2,500,500,68,63,55,500,0.873015873015873,0.11,8.39826273575353,0.873015873015873,0.873015873015873,0.7619047619047619,0.8571428571428571,0.873015873015873,0.9047619047619048,0.9206349206349206,0.9206349206349206,0.013106599915772676,0.012227200088091195,0.0024283999809995294,0.0277621999848634
i_dome,illumination,1,3,1->3,500,500,14,11,4,500,0.36363636363636365,0.008,159.3730255207621,0.2878787878787879,0.36363636363636365,0.09090909090909091,0.18181818181818182,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.013106599915772676,0.015786099946126342,0.0023837999906390905,0.03127649985253811
i_dome,illumination,1,4,1->4,500,500,14,7,2,500,0.2857142857142857,0.004,220.58049806653494,0.19047619047619047,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.013106599915772676,0.017400600016117096,0.0023329000687226653,0.03284010000061244
